seasonal
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
1004.237962
994.686548
990.804957
1001.170036
1002.282709
1009.059875
997.757913
